,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,E4,F1,F2,F3,F4
0,0.495904,0.490976,0.491936,0.49347199999999997,,,,,1.2387673469387754,1.2348816326530612,1.2354693877551022,1.2313551020408164,1.237125,1.241925,1.242825,1.2294,2.4689876543209874,2.464562962962963,2.467762962962963,2.4943901234567902,2.471008,2.471648,2.475056,2.472528
1,0.499232,0.498912,0.501024,0.724784,,,,,1.2476489795918366,1.2456244897959183,1.2449387755102042,1.2457877551020409,1.131525,1.136925,1.141375,1.1404999999999998,2.4936592592592595,2.48797037037037,2.491051851851852,2.4927703703703705,2.48688,2.640432,2.49088,2.48328
2,0.998848,0.998464,1.00096,1.022336,,,,,1.7471591836734695,1.7490204081632652,1.7477142857142858,1.746995918367347,1.746425,1.7494,1.746125,1.74535,2.497767901234568,2.495614814814815,2.4966222222222223,2.4976098765432098,2.502624,2.33992,2.494976,2.496704
3,0.5090720000000001,0.508368,0.510864,0.508816,,,,,1.009722448979592,1.0064897959183674,1.0086448979591838,1.008808163265306,1.0049750000000002,1.0081,1.0070000000000001,1.003875,1.5069283950617285,1.510898765432099,1.5123407407407408,1.509377777777778,1.5083840000000002,1.5108160000000002,1.510464,1.503168
